"","SysObs.Filename","UserDefCon.id","machine"
"1","2025-09-20-0917_logdata_yadi",291,"yadi"
"2","2025-09-20-0917_logdata_yadi",318,"yadi"
"3","2025-09-20-0917_logdata_yadi",277,"yadi"
"4","2025-09-20-0917_logdata_yadi",289,"yadi"
"5","2025-09-20-0917_logdata_yadi",288,"yadi"
"6","2025-09-20-0917_logdata_yadi",306,"yadi"
"7","2025-09-20-0917_logdata_yadi",285,"yadi"
"8","2025-09-21-0919_logdata_yadi",305,"yadi"
"9","2025-09-21-0919_logdata_yadi",279,"yadi"
"10","2025-09-21-0919_logdata_yadi",258,"yadi"
"11","2025-09-21-0919_logdata_yadi",272,"yadi"
"12","2025-09-21-0919_logdata_yadi",301,"yadi"
"13","2025-09-21-0919_logdata_yadi",268,"yadi"
"14","2025-09-21-0919_logdata_yadi",310,"yadi"
"15","2025-09-22-1155_logdata",212,"yadi"
"16","2025-09-22-1155_logdata",234,"yadi"
"17","2025-09-22-1155_logdata",193,"yadi"
"18","2025-09-22-1155_logdata",214,"yadi"
"19","2025-09-22-1155_logdata",236,"yadi"
"20","2025-09-23-0925_logdata",252,"yadi"
"21","2025-09-23-0925_logdata",241,"yadi"
"22","2025-09-23-0925_logdata",211,"yadi"
"23","2025-09-23-0925_logdata",209,"yadi"
"24","2025-09-23-0925_logdata",230,"yadi"
"25","2025-09-23-0925_logdata",197,"yadi"
"26","2025-09-24-0823_logdata",219,"yadi"
"27","2025-09-24-0823_logdata",238,"yadi"
"28","2025-09-24-0823_logdata",235,"yadi"
"29","2025-09-24-0823_logdata",3,"yadi"
"30","2025-09-24-0823_logdata",19,"yadi"
"31","2025-09-25-0941_logdata",10,"yadi"
"32","2025-09-25-0941_logdata",64,"yadi"
"33","2025-09-25-0941_logdata",13,"yadi"
"34","2025-09-25-0941_logdata",40,"yadi"
"35","2025-09-25-0941_logdata",24,"yadi"
"36","2025-09-25-0941_logdata",54,"yadi"
"37","2025-09-26-0828_logdata",135,"yadi"
"38","2025-09-26-0828_logdata",165,"yadi"
"39","2025-09-26-0828_logdata",153,"yadi"
"40","2025-09-26-0828_logdata",46,"yadi"
"41","2025-09-26-0828_logdata",22,"yadi"
"42","2025-09-26-0828_logdata",35,"yadi"
"43","2025-09-26-0828_logdata",189,"yadi"
"44","2025-09-26-0828_logdata",179,"yadi"
"45","2025-09-27-0916_logdata",139,"yadi"
"46","2025-09-27-0916_logdata",147,"yadi"
"47","2025-09-27-0916_logdata",134,"yadi"
"48","2025-09-27-0916_logdata",138,"yadi"
"49","2025-09-27-0916_logdata",154,"yadi"
"50","2025-09-27-0916_logdata",133,"yadi"
"51","2025-09-28-0903_logdata",346,"yadi"
"52","2025-09-28-0903_logdata",155,"yadi"
"53","2025-09-28-0903_logdata",156,"yadi"
"54","2025-09-28-0903_logdata",160,"yadi"
"55","2025-09-28-0903_logdata",329,"yadi"
"56","2025-09-28-0903_logdata",355,"yadi"
"57","2025-09-28-0903_logdata",378,"yadi"
"58","2025-09-20-0924_logdata_stan",277,"stan"
"59","2025-09-21-0921_logdata_stan",312,"stan"
"60","2025-09-21-0921_logdata_stan",308,"stan"
"61","2025-09-21-0921_logdata_stan",309,"stan"
"62","2025-09-21-0921_logdata_stan",260,"stan"
"63","2025-09-21-0921_logdata_stan",270,"stan"
"64","2025-09-21-0921_logdata_stan",304,"stan"
"65","2025-09-21-0921_logdata_stan",294,"stan"
"66","2025-09-22-0853_logdata",281,"stan"
"67","2025-09-22-0853_logdata",317,"stan"
"68","2025-09-22-0853_logdata",216,"stan"
"69","2025-09-22-0853_logdata",247,"stan"
"70","2025-09-23-0927_logdata",220,"stan"
"71","2025-09-23-0927_logdata",210,"stan"
"72","2025-09-23-0927_logdata",215,"stan"
"73","2025-09-23-0927_logdata",208,"stan"
"74","2025-09-23-0927_logdata",227,"stan"
"75","2025-09-23-0927_logdata",222,"stan"
"76","2025-09-24-0825_logdata",221,"stan"
"77","2025-09-24-0825_logdata",204,"stan"
"78","2025-09-24-0825_logdata",248,"stan"
"79","2025-09-24-0825_logdata",243,"stan"
"80","2025-09-24-0825_logdata",6,"stan"
"81","2025-09-24-0825_logdata",31,"stan"
"82","2025-09-24-0825_logdata",23,"stan"
"83","2025-09-25-0840_logdata",57,"stan"
"84","2025-09-25-0840_logdata",52,"stan"
"85","2025-09-25-0840_logdata",59,"stan"
"86","2025-09-25-0840_logdata",11,"stan"
"87","2025-09-25-0840_logdata",29,"stan"
"88","2025-09-25-0840_logdata",9,"stan"
"89","2025-09-25-0840_logdata",34,"stan"
"90","2025-09-25-0840_logdata",44,"stan"
"91","2025-09-26-0831_logdata",145,"stan"
"92","2025-09-26-0831_logdata",15,"stan"
"93","2025-09-26-0831_logdata",171,"stan"
"94","2025-09-26-0831_logdata",142,"stan"
"95","2025-09-26-0831_logdata",47,"stan"
"96","2025-09-26-0831_logdata",166,"stan"
"97","2025-09-26-0831_logdata",184,"stan"
"98","2025-09-27-0919_logdata",132,"stan"
"99","2025-09-27-0919_logdata",150,"stan"
"100","2025-09-27-0919_logdata",163,"stan"
"101","2025-09-27-0919_logdata",162,"stan"
"102","2025-09-27-0919_logdata",131,"stan"
"103","2025-09-28-0905_logdata",158,"stan"
"104","2025-09-28-0905_logdata",152,"stan"
"105","2025-09-28-0905_logdata",175,"stan"
"106","2025-09-28-0905_logdata",168,"stan"
"107","2025-09-28-0905_logdata",338,"stan"
"108","2025-09-28-0905_logdata",358,"stan"
"109","2025-09-28-0905_logdata",383,"stan"
"110","2025-09-20-0928_logdata",316,"ozzie"
"111","2025-09-20-1241_logdata",274,"ozzie"
"112","2025-09-20-1241_logdata",298,"ozzie"
"113","2025-09-20-1241_logdata",300,"ozzie"
